baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene.name	Group	gene.group	KEGGFUN	KEGGPATH.PathLv1	KEGGPATH.PathLv2	KEGGPATH.PathLv3	condition	diffabundant
1098.094713	-6.04277589	0.193350218	-31.25300794	2.03E-214	2.28E-213	calS10, atmS10	Metabolism of terpenoids and polyketides	cal	dTDP-4-amino-2,4-dideoxy-beta-L-xylose N-methyltransferase [EC:2.1.1.-]	Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	1_Soil_vs_RhizCom	Soil
136.0662209	-3.064567853	0.253693005	-12.07982797	1.35E-33	3.42E-33	calS13, atmS13	Metabolism of terpenoids and polyketides	cal	dTDP-4-amino-4,6-dideoxy-D-glucose/dTDP-4-amino-2,4-dideoxy-beta-L-xylose transaminase [EC:2.6.1.33 2.6.1.-]	Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	1_Soil_vs_RhizCom	Soil
89.91544542	-10.44211157	1.206534878	-8.654628854	4.95E-18	9.09E-18	calS8, atmS8	Metabolism of terpenoids and polyketides	cal	dTDP-alpha-D-glucose dehydrogenase [EC:1.1.1.-]	Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	1_Soil_vs_RhizCom	Soil
1335.113946	-7.687690961	0.238004134	-32.30066152	6.85E-229	8.47E-228	calS9, atmS9	Metabolism of terpenoids and polyketides	cal	dTDP-alpha-D-glucuronic acid decarboxylase [EC:1.1.1.-]	Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	1_Soil_vs_RhizCom	Soil
2533.665526	-3.426181787	0.210686639	-16.26197945	1.84E-59	6.32E-59	carAa	Xenobiotics biodegradation and metabolism	car	carbazole 1,9a-dioxygenase [EC:1.14.12.22]	Metabolism	Xenobiotics biodegradation and metabolism	Dioxin degradation	1_Soil_vs_RhizCom	Soil
282.3667391	-5.654614698	0.308739993	-18.31513514	6.27E-75	2.50E-74	carAc	Xenobiotics biodegradation and metabolism	car	carbazole 1,9a-dioxygenase ferredoxin component	Metabolism	Xenobiotics biodegradation and metabolism	Dioxin degradation	1_Soil_vs_RhizCom	Soil
29.12762942	-8.815457064	1.227770657	-7.180051921	6.97E-13	1.06E-12	carBa	Xenobiotics biodegradation and metabolism	car	2'-aminobiphenyl-2,3-diol 1,2-dioxygenase, small subunit [EC:1.13.11.-]	Metabolism	Xenobiotics biodegradation and metabolism	Dioxin degradation	1_Soil_vs_RhizCom	Soil
8326.258746	-6.169704306	0.438332529	-14.07539687	5.38E-45	1.59E-44	cepA	Metabolism of terpenoids and polyketides	cep	nonribosomal peptide synthetase CepA	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of vancomycin group antibiotics	1_Soil_vs_RhizCom	Soil
24.94917414	-8.591337658	1.255732604	-6.841693551	7.83E-12	1.14E-11	cepG	Metabolism of terpenoids and polyketides	cep	oxidation protein CepG	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of vancomycin group antibiotics	1_Soil_vs_RhizCom	Soil
1667.343859	-14.65525874	1.185665468	-12.36036567	4.28E-35	1.11E-34	cepJ	Metabolism of terpenoids and polyketides	cep	thioesterase CepJ	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of vancomycin group antibiotics	1_Soil_vs_RhizCom	Soil
152.0313789	-8.755431601	0.872487024	-10.03502787	1.07E-23	2.25E-23	cmtAa	Xenobiotics biodegradation and metabolism	cmt	p-cumate 2,3-dioxygenase ferredoxin reductase component [EC:1.18.1.3]	Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation	1_Soil_vs_RhizCom	Soil
7393.045213	-3.061763347	0.091041246	-33.63050808	6.01E-248	8.30E-247	cmtAb	Xenobiotics biodegradation and metabolism	cmt	p-cumate 2,3-dioxygenase subunit alpha [EC:1.14.12.25]	Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation	1_Soil_vs_RhizCom	Soil
4290.719873	-3.5211758	0.090500454	-38.9078249	0	0	cmtAc	Xenobiotics biodegradation and metabolism	cmt	p-cumate 2,3-dioxygenase subunit beta [EC:1.14.12.25]	Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation	1_Soil_vs_RhizCom	Soil
11227.30852	-3.053005866	0.086237084	-35.40247084	1.56E-274	2.48E-273	cofC	Energy metabolism	cof	2-phospho-L-lactate guanylyltransferase [EC:2.7.7.68]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
25830.05918	-3.594877426	0.048258126	-74.49268535	0	0	cofD	Energy metabolism	cof	LPPG:FO 2-phospho-L-lactate transferase [EC:2.7.8.28]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
24913.26692	-2.834269586	0.051806732	-54.70851914	0	0	cofE, fbiB	Energy metabolism	cof	coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
1019.768631	-13.94587277	1.191604735	-11.70343854	1.22E-31	3.00E-31	cofG	Energy metabolism	cof	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase [EC:4.3.1.32]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
1350.854772	-14.3515233	1.193051209	-12.02926009	2.49E-33	6.28E-33	cofH	Energy metabolism	cof	5-amino-6-(D-ribitylamino)uracil---L-tyrosine 4-hydroxyphenyl transferase [EC:2.5.1.147]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
122.0350731	-10.88295804	1.223430628	-8.89544351	5.82E-19	1.10E-18	echB	Energy metabolism	ech	ech hydrogenase subunit B	Not Included in Pathway or Brite	Unclassified: metabolism	Energy metabolism	1_Soil_vs_RhizCom	Soil
127.6865684	-10.94854357	1.206183069	-9.077016457	1.12E-19	2.14E-19	echC	Energy metabolism	ech	ech hydrogenase subunit C	Not Included in Pathway or Brite	Unclassified: metabolism	Energy metabolism	1_Soil_vs_RhizCom	Soil
1156.432169	-10.09971979	0.503113579	-20.0744329	1.23E-89	5.64E-89	echE	Energy metabolism	ech	ech hydrogenase subunit E	Not Included in Pathway or Brite	Unclassified: metabolism	Energy metabolism	1_Soil_vs_RhizCom	Soil
151.8223586	-11.19802953	1.204886959	-9.293842422	1.49E-20	2.92E-20	echF	Energy metabolism	ech	ech hydrogenase subunit F	Not Included in Pathway or Brite	Unclassified: metabolism	Energy metabolism	1_Soil_vs_RhizCom	Soil
14.85575012	-7.845838761	1.247422839	-6.289638537	3.18E-10	4.33E-10	ehaN	Energy metabolism	eha	energy-converting hydrogenase A subunit N	Not Included in Pathway or Brite	Unclassified: metabolism	Energy metabolism	1_Soil_vs_RhizCom	Soil
90.08526563	-10.44498473	1.205225781	-8.666413291	4.46E-18	8.21E-18	ehaO	Energy metabolism	eha	energy-converting hydrogenase A subunit O	Not Included in Pathway or Brite	Unclassified: metabolism	Energy metabolism	1_Soil_vs_RhizCom	Soil
136.3494414	-11.04305863	1.200190933	-9.201084872	3.54E-20	6.90E-20	ehbD	Energy metabolism	ehb	energy-converting hydrogenase B subunit D	Not Included in Pathway or Brite	Unclassified: metabolism	Energy metabolism	1_Soil_vs_RhizCom	Soil
763.650512	-4.809121342	0.18011872	-26.69973076	4.74E-157	3.74E-156	ehbN	Energy metabolism	ehb	energy-converting hydrogenase B subunit N	Not Included in Pathway or Brite	Unclassified: metabolism	Energy metabolism	1_Soil_vs_RhizCom	Soil
2687.581578	-3.60453777	0.114314478	-31.53176939	3.19E-218	3.67E-217	ehbQ	Energy metabolism	ehb	energy-converting hydrogenase B subunit Q	Not Included in Pathway or Brite	Unclassified: metabolism	Energy metabolism	1_Soil_vs_RhizCom	Soil
2125.307835	-6.4882851	0.160691078	-40.37738231	0	0	epoB	Metabolism of terpenoids and polyketides	epo	epothilone synthetase B	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures	1_Soil_vs_RhizCom	Soil
126.8040347	-10.93846096	1.206626342	-9.065325841	1.24E-19	2.38E-19	epoK	Metabolism of terpenoids and polyketides	epo	cytochrome P450 enzyme	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures	1_Soil_vs_RhizCom	Soil
185.1223115	-11.48433918	1.198890672	-9.579137995	9.79E-22	1.97E-21	eryA	Metabolism of terpenoids and polyketides	ery	6-deoxyerythronolide-B synthase [EC:2.3.1.94]	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures 	1_Soil_vs_RhizCom	Soil
19.66804869	-8.2484738	1.236071074	-6.673138763	2.50E-11	3.56E-11	eryBV	Metabolism of terpenoids and polyketides	ery	erythronolide mycarosyltransferase [EC:2.4.1.328]	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures 	1_Soil_vs_RhizCom	Soil
436.8706712	-12.72292407	1.196112672	-10.63689431	2.01E-26	4.48E-26	etnA	Xenobiotics biodegradation and metabolism	etn	alkene monooxygenase beta subunit [EC:1.14.13.69]	Metabolism	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation	1_Soil_vs_RhizCom	Soil
61.62204907	-9.896713778	1.225594176	-8.075033295	6.75E-16	1.16E-15	etnB	Xenobiotics biodegradation and metabolism	etn	alkene monooxygenase coupling protein	Metabolism	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation	1_Soil_vs_RhizCom	Soil
90.16379205	-10.44660241	1.208433201	-8.644749581	5.39E-18	9.89E-18	etnC	Xenobiotics biodegradation and metabolism	etn	alkene monooxygenase alpha subunit [EC:1.14.13.69]	Metabolism	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation	1_Soil_vs_RhizCom	Soil
193.9053754	-2.701166595	0.281616772	-9.591639651	8.67E-22	1.75E-21	etnD	Xenobiotics biodegradation and metabolism	etn	alkene monooxygenase reductase	Metabolism	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation	1_Soil_vs_RhizCom	Soil
661.1408739	-13.32066197	1.191233268	-11.18224476	4.98E-29	1.17E-28	etnE	Xenobiotics biodegradation and metabolism	etn	2-hydroxypropyl-CoM lyase [EC:4.4.1.23]	Metabolism	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation	1_Soil_vs_RhizCom	Soil
50.10264687	-9.598677044	1.212446555	-7.916783636	2.44E-15	4.11E-15	fpoD	Energy metabolism	fpo	F420H2 dehydrogenase subunit D [EC:1.5.98.3]	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	1_Soil_vs_RhizCom	Soil
14.66767114	-7.825879309	1.240512379	-6.308586227	2.82E-10	3.84E-10	fpoI	Energy metabolism	fpo	F420H2 dehydrogenase subunit I [EC:1.5.98.3]	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	1_Soil_vs_RhizCom	Soil
8.550913976	-7.046027736	1.330573948	-5.295480006	1.19E-07	1.47E-07	fpoL	Energy metabolism	fpo	F420H2 dehydrogenase subunit L [EC:1.5.98.3]	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	1_Soil_vs_RhizCom	Soil
1274.99933	-14.26813351	1.195546731	-11.9344005	7.83E-33	1.95E-32	fpoN	Energy metabolism	fpo	F420H2 dehydrogenase subunit N [EC:1.5.98.3]	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	1_Soil_vs_RhizCom	Soil
285.8588661	-12.11116925	1.196216105	-10.12456629	4.30E-24	9.15E-24	fscA	Metabolism of terpenoids and polyketides	fsc	candicidin polyketide synthase FscA	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures	1_Soil_vs_RhizCom	Soil
3761.362235	-6.692144031	1.161213132	-5.763062654	8.26E-09	1.07E-08	fscC	Metabolism of terpenoids and polyketides	fsc	candicidin polyketide synthase FscC	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures	1_Soil_vs_RhizCom	Soil
22850.55563	-4.305909163	0.058060772	-74.16210629	0	0	fwdA, fmdA	Energy metabolism	fwd	formylmethanofuran dehydrogenase subunit A [EC:1.2.7.12]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
17743.49752	-4.326502363	0.082056093	-52.72615588	0	0	fwdB, fmdB	Energy metabolism	fwd	formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
9291.826007	-3.853396651	0.097338631	-39.58753698	0	0	fwdC, fmdC	Energy metabolism	fwd	formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
2706.701825	-15.35423121	1.184577911	-12.96177403	2.02E-38	5.45E-38	fwdD, fmdD	Energy metabolism	fwd	formylmethanofuran dehydrogenase subunit D [EC:1.2.7.12]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
43796.43282	-4.849264134	0.228082277	-21.26103005	2.61E-100	1.31E-99	hcrA, hbaC	Xenobiotics biodegradation and metabolism	hcr	4-hydroxybenzoyl-CoA reductase subunit alpha [EC:1.3.7.9]	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation 	1_Soil_vs_RhizCom	Soil
12476.32818	-4.757975444	0.26921183	-17.67372346	6.68E-70	2.55E-69	hcrB, hbaD	Xenobiotics biodegradation and metabolism	hcr	4-hydroxybenzoyl-CoA reductase subunit beta [EC:1.3.7.9]	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation 	1_Soil_vs_RhizCom	Soil
3095.22036	-4.003614197	0.211459432	-18.93324955	6.07E-80	2.54E-79	hcrC, hbaB	Xenobiotics biodegradation and metabolism	hcr	4-hydroxybenzoyl-CoA reductase subunit gamma [EC:1.3.7.9]	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation 	1_Soil_vs_RhizCom	Soil
10720.46429	-3.619461664	0.151372266	-23.91099605	2.35E-126	1.48E-125	hdrA2	Energy metabolism	hdr	heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
1774.662928	-11.88798734	0.739499838	-16.07571326	3.78E-58	1.28E-57	hdrB2	Energy metabolism	hdr	heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
1230.086131	-9.899809741	0.471182526	-21.01056216	5.25E-98	2.59E-97	hdrC2	Energy metabolism	hdr	heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
920.1305068	-4.595485258	0.160567182	-28.620327	3.75E-180	3.40E-179	hdrD	Energy metabolism	hdr	heterodisulfide reductase subunit D [EC:1.8.98.1]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
43729.7436	-5.012993897	0.078524099	-63.84019594	0	0	hmfA	Xenobiotics biodegradation and metabolism	hmf	2-furoyl-CoA dehydrogenase large subunit [EC:1.3.99.8]	Metabolism	Xenobiotics biodegradation and metabolism	Furfural degradation	1_Soil_vs_RhizCom	Soil
4063.216048	-3.867568317	0.130666685	-29.59873297	1.55E-192	1.52E-191	hmfB	Xenobiotics biodegradation and metabolism	hmf	2-furoyl-CoA dehydrogenase FAD binding subunit [EC:1.3.99.8]	Metabolism	Xenobiotics biodegradation and metabolism	Furfural degradation	1_Soil_vs_RhizCom	Soil
3129.385618	-3.928685105	0.108090572	-36.34623306	3.01E-289	5.14E-288	hmfC	Xenobiotics biodegradation and metabolism	hmf	2-furoyl-CoA dehydrogenase 2Fe-2S iron sulfur subunit [EC:1.3.99.8]	Metabolism	Xenobiotics biodegradation and metabolism	Furfural degradation	1_Soil_vs_RhizCom	Soil
10500.38228	-4.32748317	0.095628925	-45.2528685	0	0	hmfD	Xenobiotics biodegradation and metabolism	hmf	2-furoate---CoA ligase [EC:6.2.1.31]	Metabolism	Xenobiotics biodegradation and metabolism	Furfural degradation	1_Soil_vs_RhizCom	Soil
5921.981466	-3.626818648	0.108049735	-33.56619669	5.23E-247	7.17E-246	hmfE	Xenobiotics biodegradation and metabolism	hmf	2-oxoglutaroyl-CoA hydrolase	Metabolism	Xenobiotics biodegradation and metabolism	Furfural degradation	1_Soil_vs_RhizCom	Soil
47653.61023	-4.259436368	0.057610098	-73.93558626	0	0	hmfF	Xenobiotics biodegradation and metabolism	hmf	2,5-furandicarboxylate decarboxylase 1	Metabolism	Xenobiotics biodegradation and metabolism	Furfural degradation	1_Soil_vs_RhizCom	Soil
21793.98032	-3.396498461	0.080811563	-42.02985712	0	0	hyaA, hybO	Xenobiotics biodegradation and metabolism	hya	hydrogenase small subunit [EC:1.12.99.6]	Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation	1_Soil_vs_RhizCom	Soil
35602.62567	-2.518816192	0.088789417	-28.36842824	4.96E-177	4.39E-176	hyaB, hybC	Xenobiotics biodegradation and metabolism	hya	hydrogenase large subunit [EC:1.12.99.6]	Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation	1_Soil_vs_RhizCom	Soil
11345.68893	-6.94733898	0.08778626	-79.13925202	0	0	hydA	Energy metabolism	hyd	sulfhydrogenase subunit alpha [EC:1.12.1.3 1.12.1.5]	Metabolism	Energy metabolism	Sulfur metabolism	1_Soil_vs_RhizCom	Soil
510.7213891	-12.9482623	1.21096835	-10.69248614	1.10E-26	2.48E-26	hydB	Energy metabolism	hyd	[NiFe] hydrogenase large subunit [EC:1.12.2.1]	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	1_Soil_vs_RhizCom	Soil
160.0081867	-11.27366569	1.203369864	-9.368412842	7.36E-21	1.46E-20	hydB	Energy metabolism	hyd	iron-hydrogenase subunit beta [EC:1.12.1.4]	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	1_Soil_vs_RhizCom	Soil
8905.513215	-6.930248935	0.107469459	-64.48575269	0	0	hydB	Energy metabolism	hyd	sulfhydrogenase subunit beta (sulfur reductase) [EC:1.12.98.4]	Metabolism	Energy metabolism	Sulfur metabolism	1_Soil_vs_RhizCom	Soil
7351.706409	-7.114855383	0.103911458	-68.47036454	0	0	hydD	Energy metabolism	hyd	sulfhydrogenase subunit delta [EC:1.12.1.3 1.12.1.5]	Metabolism	Energy metabolism	Sulfur metabolism	1_Soil_vs_RhizCom	Soil
2389.704139	-15.17450556	1.187416858	-12.77942574	2.14E-37	5.72E-37	hydG	Energy metabolism	hyd	sulfhydrogenase subunit gamma (sulfur reductase) [EC:1.12.98.4]	Metabolism	Energy metabolism	Sulfur metabolism	1_Soil_vs_RhizCom	Soil
57221.3073	-5.413505431	0.211789872	-25.56073796	4.17E-144	3.01E-143	hyfB	Energy metabolism	hyf	hydrogenase-4 component B [EC:1.-.-.-]	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	1_Soil_vs_RhizCom	Soil
16497.82369	-4.716278879	0.246663351	-19.12030651	1.71E-81	7.27E-81	hyfC	Energy metabolism	hyf	hydrogenase-4 component C [EC:1.-.-.-]	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	1_Soil_vs_RhizCom	Soil
18483.32125	-5.281239469	0.137492394	-38.41113913	0	0	hyfE	Energy metabolism	hyf	hydrogenase-4 component E [EC:1.-.-.-]	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	1_Soil_vs_RhizCom	Soil
39342.35967	-5.219782648	0.153498158	-34.00550679	1.85E-253	2.63E-252	hyfF	Energy metabolism	hyf	hydrogenase-4 component F [EC:1.-.-.-]	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	1_Soil_vs_RhizCom	Soil
2440.078733	-10.64679998	0.42306518	-25.16586212	9.48E-140	6.60E-139	hyfG	Energy metabolism	hyf	hydrogenase-4 component G [EC:1.-.-.-]	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	1_Soil_vs_RhizCom	Soil
189.5177055	-11.51808181	1.198262169	-9.612322004	7.09E-22	1.44E-21	hyfI	Energy metabolism	hyf	hydrogenase-4 component I [EC:1.-.-.-]	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	1_Soil_vs_RhizCom	Soil
2386.559176	-3.995858333	0.599910091	-6.660761995	2.72E-11	3.87E-11	K15665, ppsB, fenD	Metabolism of terpenoids and polyketides	pps	fengycin family lipopeptide synthetase B	Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal peptide structures 	1_Soil_vs_RhizCom	Soil
871.2954099	-10.05312453	0.614704715	-16.35439632	4.05E-60	1.40E-59	K15668, ppsE, fenB	Metabolism of terpenoids and polyketides	pps	fengycin family lipopeptide synthetase E	Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal peptide structures 	1_Soil_vs_RhizCom	Soil
10881.63001	-3.197595379	0.100671917	-31.76253592	2.13E-221	2.51E-220	ligM	Xenobiotics biodegradation and metabolism	lig	vanillate/3-O-methylgallate O-demethylase [EC:2.1.1.341]	Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation	1_Soil_vs_RhizCom	Soil
25264.7118	-2.886995159	0.072992619	-39.55187778	0	0	ligX	Xenobiotics biodegradation and metabolism	lig	5,5'-dehydrodivanillate O-demethylase	Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation	1_Soil_vs_RhizCom	Soil
15565.74526	-5.213696154	0.142195522	-36.66568446	2.57E-294	4.55E-293	mbhJ	Metabolism of terpenoids and polyketides	mbh	membrane-bound hydrogenase subunit mbhJ [EC:1.12.7.2]	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	1_Soil_vs_RhizCom	Soil
30.14378607	-8.864823425	1.270149549	-6.979354069	2.97E-12	4.39E-12	mbhK	Metabolism of terpenoids and polyketides	mbh	membrane-bound hydrogenase subunit beta [EC:1.12.7.2]	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	1_Soil_vs_RhizCom	Soil
889.3806368	-13.74848537	1.191057971	-11.54308666	8.00E-31	1.94E-30	mbhL	Metabolism of terpenoids and polyketides	mbh	membrane-bound hydrogenase subunit alpha [EC:1.12.7.2]	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	1_Soil_vs_RhizCom	Soil
344.6853177	-12.38105549	1.193131279	-10.37694318	3.16E-25	6.89E-25	mbtA	Metabolism of terpenoids and polyketides	mbt	mycobactin salicyl-AMP ligase [EC:6.3.2.-]	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of siderophore group nonribosomal peptides 	1_Soil_vs_RhizCom	Soil
32.93675497	-8.02694849	1.221136884	-6.573340463	4.92E-11	6.91E-11	mbtC	Metabolism of terpenoids and polyketides	mbt	mycobactin polyketide synthetase MbtC	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of siderophore group nonribosomal peptides 	1_Soil_vs_RhizCom	Soil
577.5313433	-4.079492287	0.234389973	-17.40472188	7.60E-68	2.83E-67	mbtG	Metabolism of terpenoids and polyketides	mbt	mycobactin lysine-N-oxygenase	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of siderophore group nonribosomal peptides 	1_Soil_vs_RhizCom	Soil
52.07437226	-9.65396749	1.21818344	-7.924888138	2.28E-15	3.86E-15	mbtI, irp9, ybtS	Metabolism of terpenoids and polyketides	mbt	salicylate synthetase [EC:5.4.4.2 4.2.99.21]	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of siderophore group nonribosomal peptides	1_Soil_vs_RhizCom	Soil
69.56642048	-10.07198873	1.223363427	-8.233030767	1.83E-16	3.20E-16	mbtK	Metabolism of terpenoids and polyketides	mbt	lysine N-acyltransferase [EC:2.3.1.-]	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	1_Soil_vs_RhizCom	Soil
14064.73889	-2.66197631	0.08457872	-31.47335779	2.01E-217	2.30E-216	mbtN, fadE14	Metabolism of terpenoids and polyketides	mbt	acyl-ACP dehydrogenase [EC:1.3.99.-]	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	1_Soil_vs_RhizCom	Soil
14025.59134	-3.000284825	0.135790411	-22.09496829	3.53E-108	1.92E-107	mcyA	Metabolism of terpenoids and polyketides	mcy	microcystin synthetase protein McyA	Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal peptide structures 	1_Soil_vs_RhizCom	Soil
9363.620326	-3.2970567	0.167217613	-19.71716162	1.54E-86	6.85E-86	mcyB	Metabolism of terpenoids and polyketides	mcy	microcystin synthetase protein McyB	Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal peptide structures 	1_Soil_vs_RhizCom	Soil
2163.053879	-10.18834288	0.962662116	-10.5835087	3.55E-26	7.89E-26	mcyD	Metabolism of terpenoids and polyketides	mcy	microcystin synthetase protein McyD	Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal peptide structures 	1_Soil_vs_RhizCom	Soil
1488.048601	-2.947301113	0.293009824	-10.05871091	8.41E-24	1.78E-23	mcyG	Metabolism of terpenoids and polyketides	mcy	microcystin synthetase protein McyG	Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal peptide structures 	1_Soil_vs_RhizCom	Soil
47.3647833	-9.517021466	1.217551427	-7.816525242	5.43E-15	9.05E-15	mdpC6	Metabolism of terpenoids and polyketides	mdp	O-methyltransferase [EC:2.1.1.-]	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics	1_Soil_vs_RhizCom	Soil
4253.120336	-12.82705728	0.655382573	-19.57186202	2.69E-85	1.19E-84	mdpC7	Metabolism of terpenoids and polyketides	mdp	PLP-dependent transaminase	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics	1_Soil_vs_RhizCom	Soil
109.7590663	-7.867670192	0.766022251	-10.27081156	9.54E-25	2.06E-24	mdpC8	Metabolism of terpenoids and polyketides	mdp	dehydrogenase	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics	1_Soil_vs_RhizCom	Soil
4138.755584	-4.796115738	0.161077896	-29.77513285	8.20E-195	8.15E-194	mfnB	Energy metabolism	mfn	(5-formylfuran-3-yl)methyl phosphate synthase [EC:4.2.3.153]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
4074.542652	-2.564434516	0.107573935	-23.83880933	1.32E-125	8.28E-125	mfnD	Energy metabolism	mfn	tyramine---L-glutamate ligase [EC:6.3.4.24]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
3186.888751	-4.675966946	0.158622491	-29.47858734	5.42E-191	5.27E-190	mfnE	Energy metabolism	mfn	5-(aminomethyl)-3-furanmethanol phosphate kinase [EC:2.7.4.31]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
9400.359916	-3.486473032	0.080551602	-43.28247927	0	0	mfnF	Energy metabolism	mfn	(4-(4-[2-(gamma-L-glutamylamino)ethyl]phenoxymethyl)furan-2-yl)methanamine synthase [EC:2.5.1.131]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
64.56408398	-9.96438355	1.218904945	-8.174865148	2.96E-16	5.17E-16	mmoB	Energy metabolism	mmo	methane monooxygenase regulatory protein B	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
